msa_id	total_tree_length	mean_branch_length	median_branch_length	max_root_to_leaf_depth	median_root_to_leaf_depth	n_leaves	n_branches
1040	12.8930256219	0.44458709041034483	0.2752061996	2.9749956226	2.0382348555	16	29
1041	4.3635814712	0.3356601131692308	0.2593362513	1.5122331089999999	0.5976060492999999	8	13
1042	4.1292603653	0.2752840243533334	0.1565308768	2.7775274580000002	2.4726727834	9	15
1043	2.9641351538	0.26946683216363637	0.1461827374	1.5419319202000001	0.3892973433	7	11
1044	2.1589498942	0.30842141345714286	0.1096371796	1.3716586309	0.32197674860000003	5	7
1045	111.1408395735	0.42582697154597704	0.3046944431	6.990936759199999	3.1388033157500006	132	261
1046	16.3399138283	0.22383443600410957	0.1683861604	1.7790128674	1.0804928056	38	73
1047	4.5699665851999995	0.41545150774545453	0.3204513451	2.9744493554	1.313500868	7	11
1048	6.6072739339	0.24471384940370372	0.231779732	1.5082514946999999	0.7639379445000001	15	27
1049	20.0778261299	0.7436231899962963	0.5875553361	2.7527973845	1.6509522945000001	15	27
105	13.2310891126	0.3227094905512195	0.2810335187	2.5510990618	2.1364750464999998	22	41
1050	3.8386044069	0.42651160076666667	0.3882089312	1.6955802964	0.8847445723	6	9
1052	3.2441464824999997	0.4634494975	0.2830871404	1.3001240095	0.8200364479	5	7
1053	72.4473676697	0.49963701841172414	0.308608039	5.425505222	3.37926902225	74	145
1055	77.1098436254	0.47306652530920246	0.3110946637	5.977925937399999	3.0652271200000003	83	163
1056	12.9449269747	0.3498628912081081	0.2455151205	3.9517055068999998	2.0721984108	20	37
1057	15.0091834501	0.4548237409121212	0.3857317651	3.9749348217	2.9879896744499996	18	33
1059	1.7069530308	0.15517754825454547	0.1248244196	0.6697638605	0.4389187526	7	11
106	104.6406133394	0.3123600398191045	0.1995592444	5.7832545607	2.1213339133	169	335
1062	6.6030842931	0.6002803902818182	0.6187447453	2.0398377384	1.4984403953	7	11
1063	60.9341429078	0.3124827841425641	0.213575029	4.516618082	2.9899200618999995	99	195
1065	2.16937345	0.3099104928571429	0.2357377039	0.7109737107	0.5573415373	5	7
1066	10.106458632	0.3260147945806452	0.2303124834	3.5994076608000003	1.4382473905	17	31
1067	6.2831148601999995	0.6981238733555555	0.2968545462	2.7270575372	0.93544833105	6	9
1069	35.0748520966	0.6617896621999999	0.4502973568	4.7182891841	2.0400230851499996	28	53
107	13.6340758089	0.5049657707	0.3014701777	2.2370389985	1.1646048649	15	27
1070	2.3777097092	0.47554194184	0.3945165374	1.3438926266	0.6479005104	4	5
1071	9.1026587073	0.3957677698826087	0.2139450189	1.9570937798	1.0681686772	13	23
1072	4.3787992419	0.6255427488428572	0.2411280256	2.8115374364	2.5391250221	5	7
1073	21.4241676148	0.5225406735317074	0.3544274808	6.0174830338000005	4.44518469525	22	41
1074	15.9062325648	0.636249302592	0.5273134812	4.1114455586	2.7562010163500004	14	25
1078	5.1066992954	0.5674110328222223	0.6580105323	1.3068137520999998	1.09108330695	6	9
1080	11.8710371656	0.6247914297684211	0.5433057118	2.1513079424	1.6746356887	11	19
1083	1.6798561787	0.33597123574	0.1755430961	0.7020624116	0.4560642867	4	5
1084	66.8694712797	0.27518300938148144	0.190769134	7.399216322799999	5.289779602200001	123	243
1085	7.5097992636	0.50065328424	0.4113371962	1.7777678195999997	1.4355678312	9	15
1086	34.3735090175	0.39509780479885054	0.2493645854	4.5085532839999996	2.0446380549	45	87
1087	18.524635311	0.33681155110909095	0.2695231575	3.6231294930000004	1.3288630634	29	55
1088	26.0442498304	0.426954915252459	0.2851634449	3.8654678058	1.9797583828	32	61
109	70.6979568825	0.22024285633177568	0.1552820103	3.1662898918000013	1.37531440895	162	321
1090	3.2976674918	0.21984449945333334	0.105961645	1.6912596861	0.6839852108	9	15
1092	22.7938554564	0.5844578322153846	0.5052578587	2.8813998812	2.3236987811	21	39
1093	27.7403977877	0.3342216600927711	0.1896232358	5.3785185288	2.2222062358	43	83
1094	64.4290720052	0.4156714322916129	0.2596326208	6.632149905500002	5.1782970217	79	155
1097	56.0202340774	0.5896866744989473	0.4044276406	6.5623931754000004	2.4277301962	49	95
11	19.7271275331	0.30349426974	0.2006425167	3.8786475091000003	0.8777711455999999	34	65
110	4.0719824138	0.2143148638842105	0.1978901249	1.1693119384	1.0752048854999998	11	19
1100	5.7352302602	0.8193186085999999	0.4912356213	3.3133386087999996	3.1184014495	5	7
1101	10.9770539764	0.5227168560190476	0.4351566488	4.0038533644	3.00361855385	12	21
1102	7.1681132484	0.6516466589454546	0.5304355138	3.1447060714	2.2787607329	7	11
1104	21.9403627211	0.3718705545949153	0.3042219618	2.6597191399	1.8618776511	31	59
1105	11.5941563701	0.7729437580066667	0.7246507856	2.2852638273	1.9728474132999998	9	15
1106	5.1962542279	0.5773615808777778	0.4368772082	2.9171016607999998	2.38415406725	6	9
1107	2.0972477262	0.2996068180285714	0.2666838737	1.1058129218000001	0.7538929791	5	7
1108	3.2323040045	0.2938458185909091	0.3261781046	0.9623631449	0.5176629708	7	11
1109	4.3693527327999995	0.29129018218666664	0.1430323431	2.2933957309	1.9543411005	9	15
111	17.5314535081	0.40770822111860466	0.293415923	3.0495086298000005	1.6515288599	23	43
1110	15.5588881096	0.5018996164387096	0.2830151545	3.4753385213000003	1.6849002972	17	31
1111	18.8105997147	0.33001052131052633	0.2028694935	4.114656107400001	2.666653483	30	57
1112	31.0360527666	0.5642918684836363	0.4386380562	4.3852519259000005	3.3183625570999995	29	55
1115	8.263710281	0.33054841124	0.2312502148	3.3468020813	1.86075040935	14	25
1116	47.2184207794	0.3777473662352	0.2508064278	5.578100953	3.99175830965	64	125
1117	8.2101651641	0.43211395600526314	0.3545168745	3.9127650053	1.7276717735999998	11	19
1118	23.3882257448	0.7087341134787879	0.4950422591	5.2263416107000005	2.90650010375	18	33
1119	31.2938924836	0.4670730221432836	0.4220828195	3.5279809817	2.1627132994	35	67
112	20.5587313524	0.45686069671999996	0.2225830671	8.2581641038	1.35530464065	24	45
1121	4.5198486905	0.6456926700714286	0.6863670346	2.4063523558	2.0592365219	5	7
1123	4.2528154618	0.6075450659714285	0.3514045446	2.7317393312	0.5903595403999999	5	7
1124	47.0003945879	0.3533864254729323	0.2303709749	4.540210628600001	3.1716919831999997	68	133
1126	12.4119152257	0.4597005639148148	0.3051866372	5.0167539505	4.141416148699999	15	27
1127	1.4587130876	0.29174261752	0.1937445899	0.6192533376	0.355285647	4	5
1129	2.6623056965	0.5324611392999999	0.2875833919	2.2082034844	0.50180930235	4	5
113	20.0578332998	0.3288169393409836	0.1590383963	6.9034398238	0.86128129885	32	61
1130	28.3611015074	0.4975631843403509	0.2822921946	7.672920318299999	4.390662625	30	57
1131	1.6335152551	0.32670305102	0.2354854791	0.9647523913	0.58481853215	4	5
1132	3.8241148152	0.42490164613333337	0.4734468572	2.1464648996	1.5725445614000002	6	9
1134	23.4464995042	1.3792058531882352	0.4487216608	14.4749119926	1.65698929195	10	17
1135	8.2287743954	0.5485849596933333	0.4107286564	3.4961676925999994	0.9650396761	9	15
1137	32.573595758	0.5011322424307693	0.2908395729	8.6070709899	2.33918682025	34	65
114	104.7514950651	0.3865368821590406	0.2607557534	8.503296722399998	4.8565016472	137	271
1141	7.0521450191	0.6411040926454545	0.6095557205	2.4826256687	1.3373822	7	11
1142	5.5415979736	0.3259763513882353	0.1626858596	2.6340780430999997	1.1013432879	10	17
1143	3.9277974700000002	0.43642194111111116	0.3218404012	2.1104329098	0.48825443550000003	6	9
1144	4.861418641	0.5401576267777778	0.351594763	2.9256171118000003	0.64705827415	6	9
1145	1.4302284427	0.28604568854	0.2103011858	0.8610566305	0.4640178172	4	5
1147	67.6966009898	0.34363756847614213	0.2523182268	3.9676103929999993	2.52758026605	100	197
1148	5.0065122104999995	0.7152160300714285	0.6402424895	1.7800739058	0.9232415019	5	7
1149	19.3484707523	0.42996601671777773	0.2839866811	4.752859140700001	2.3891185893499998	24	45
115	37.6806269486	0.47696996137468356	0.3272892817	5.171368952400001	2.3434242111000003	41	79
1150	10.3069083559	0.3817373465148148	0.305027673	3.5390933527999997	1.6131287596	15	27
1151	7.6661277205	0.5897021323461538	0.5589209741	3.7404178783999997	1.762164802	8	13
1153	12.896610750599999	0.47765225002222217	0.3151235869	3.3029226819	2.8274399659	15	27
1154	4.8103623815	0.6871946259285714	0.5299677232	3.1059632192000004	1.2565246844	5	7
1155	40.045142468	0.40449638856565656	0.2357268777	3.6351880236	2.1717708604999997	51	99
1156	31.3057146811	0.29814966362952383	0.202343134	4.6365517635	3.8113452442499995	54	105
1157	4.9515041682000005	0.5501671298	0.4005885897	1.6990119242000001	1.0839650299999999	6	9
1158	4.0727046613999995	0.3702458783090909	0.2405748456	1.2824620542	0.7024780703	7	11
116	35.8493454061	0.6289358843175439	0.2987374827	11.1275947458	4.274660278400001	30	57
1161	5.9172331101	0.5379302827363636	0.3592735635	2.3210848502	1.7239655983	7	11
1162	3.1115751772999998	0.3457305752555555	0.3246583307	1.3735450412999999	0.77911697715	6	9
1163	9.9257230875	1.1028581208333332	0.8597354854	3.6028616394	2.1890697008	6	9
1164	3.4297332929	0.3117939357181818	0.1707987415	0.7925514396	0.6681944264	7	11
1165	4.8481331507	0.5386814611888888	0.2777465427	2.1117334733	0.78679756205	6	9
1166	6.9438609303	0.9919801329	1.0643779466	2.7447599427	1.5866952402	5	7
1167	54.4211970215	0.45732098337394955	0.3297445637	10.8608088402	5.566766046600001	61	119
1169	9.4713453259	0.8610313932636363	0.7075943304	4.1528746574	1.9759809984999999	7	11
117	59.2926464796	0.28369687310813396	0.1670754614	6.0299230639	2.9036981497500003	106	209
1170	11.3617345145	0.3917839487758621	0.2215504544	5.5430373256	4.08704706465	16	29
1171	7.7367915552	0.51578610368	0.2195180683	4.3416512378	1.7707644326	9	15
1172	3.2904310949	0.6580862189800001	0.4630954046	1.8356041242	1.3148929305500001	4	5
1173	19.6154159966	0.4003146121755102	0.2883534314	4.2537763162	1.37924625005	26	49
1174	2.5305825295	0.5061165059	0.3370993684	1.0898384361	0.5968620265	4	5
1176	2.4321897711	0.2702433079	0.2547325176	0.8104526259	0.48172299244999994	6	9
1177	7.7678951818	0.7061722892545454	0.7330902638	3.5351102016000002	1.5766781941999999	7	11
1178	5.6141709905	0.6237967767222222	0.6347396285	2.0611473039	1.1399842858	6	9
1179	10.1805142466	0.9255012951454545	0.4542860973	4.012400981599999	3.3096413832000002	7	11
1180	7.9176535038	0.609050269523077	0.3271914424	4.4582572054	1.3476914473	8	13
1182	6.4048266813	0.42698844542000003	0.4009528552	2.6297742312	1.9762573236000003	9	15
1183	4.5797778051	0.91595556102	0.4299080033	3.5826212893	0.46853177440000005	4	5
1184	91.7307281233	0.3152258698395189	0.2179641711	4.920817803400001	3.0635462824000004	147	291
1185	40.8154715068	0.41227748996767677	0.3039997603	4.7689017287	3.695538406	51	99
1186	8.5255613188	0.5683707545866666	0.2066815068	3.880271638	0.9500403175	9	15
1187	3.0007861892	0.2727987444727273	0.2439306736	0.8976214393999999	0.6148186838	7	11
1188	2.214652484	0.4429304968	0.3003798665	1.3227688854	0.55811570245	4	5
1190	1.8514332986	0.26449047122857144	0.1979353831	0.7624176007	0.46352799419999996	5	7
1191	11.673054286	0.5558597279047619	0.3241684172	2.5071523372	1.50742771775	12	21
1194	17.6378785427	0.35995670495306126	0.2631875388	3.6044982037999995	1.97072754095	26	49
1196	6.7180912819	0.44787275212666666	0.3283376624	1.6461143442000001	0.8155741169999999	9	15
1198	3.1351519487	0.4478788498142857	0.2506198198	0.9626323273	0.6568214812000001	5	7
120	10.1517853524	0.20717929290612244	0.1616946338	1.9777130469	1.02695991815	26	49
1200	10.3391084195	0.5441636010263158	0.3664434334	4.5221684304	2.0668880724000003	11	19
1202	59.1269564884	0.2941639626288557	0.1494270766	11.0043876398	2.6283157673	102	201
1205	4.2918164045000005	0.4768684893888889	0.4170510512	1.4672058638	1.1360974351	6	9
1207	5.6082615228	0.8011802175428572	0.7910821258	3.0764845872000004	1.2568471965	5	7
1208	2.946166624	0.22662820184615384	0.149783655	1.2848195927	0.6923484024000001	8	13
1209	3.6645366942	0.2155609820117647	0.1497207278	1.9808707705000004	1.54026850605	10	17
1210	6.0984915328	0.4691147332923077	0.3900954134	1.6976231737000003	1.50331728475	8	13
1211	9.056452090099999	0.6037634726733333	0.1704811601	6.471531983699999	6.1315042041	9	15
1214	13.2971404506	0.40294365001818183	0.2163721727	6.6881092056	0.8603363015500001	18	33
1216	7.3674435855	0.3877601887105263	0.2603267391	2.8590645873	1.5656705691	11	19
1217	6.8752182591	0.23707649169310346	0.2100669632	2.1270265508	0.97093040885	16	29
1218	4.7726921379	0.36713016445384616	0.2121956263	2.2780865687	0.7408361079	8	13
1220	4.3393669255	0.3944879023181818	0.2404511573	2.2007317742000003	0.4580761843	7	11
1221	6.3574962564	0.2764128807130435	0.1880829544	2.17913085	1.4157099438	13	23
1222	5.2206844234	0.5800760470444444	0.2022105251	2.7552334987	0.9537174110000001	6	9
1225	17.375244281500002	1.336557252423077	0.2490341939	8.8871423226	0.4714674636	8	13
1226	9.4027263679	1.044747374211111	0.1276891875	5.8381695422	1.19979555135	6	9
1228	13.813411697	0.4455939257096774	0.3152611907	4.1612899226	2.4690077673	17	31
1229	2.8356943848	0.3150771538666667	0.2185213134	1.2794279931	0.7099792224	6	9
1231	4.4678235352	0.6382605050285715	0.2194179428	3.3471489557000003	0.7521004714	5	7
1232	36.0331648133	0.5907076198901638	0.4385130096	6.5058168495	4.486156433050001	32	61
1233	5.2685057222000005	0.2508812248666667	0.2177218995	1.8670442724	1.60299358665	12	21
1234	3.3415564542	0.3712840504666667	0.4708295991	1.512179368	0.9843867513	6	9
1237	21.9991259683	0.536564048007317	0.4234171073	4.1230335547	2.21562501725	22	41
1238	22.7055547696	0.34931622722461536	0.1554883647	7.3960286171	5.922041342749999	34	65
1239	5.9916885831	0.3524522695941177	0.1754267157	3.3672193545	1.5221203056000001	10	17
1240	20.0245047236	0.48840255423414636	0.4188025481	3.2889295088	2.3444530475	22	41
1241	19.313680323699998	0.27202366653098586	0.1945804276	2.8797896885	1.7484271043	37	71
1242	33.4653393795	0.4031968599939759	0.3017798043	3.3662210879	1.5628623448	43	83
1245	9.1286053806	0.60857369204	0.458355577	1.8537043823	1.2795735293	9	15
1247	18.2069628387	0.3435276007301887	0.2664974108	2.4188633519000002	1.8190424472500002	28	53
1249	0.2571771591	0.023379741736363636	0.0203254087	0.06515475779999999	0.0429085749	7	11
125	39.6912929891	0.37801231418190473	0.2718369861	4.0167302008	2.75750843525	54	105
1250	8.3901884712	0.7627444064727272	0.4873647015	3.7776447632	2.4747953602	7	11
1251	21.9628634327	0.7573401183689655	0.6116381654	4.8489968687000005	2.04493569755	16	29
1253	14.6637631245	0.5431023379444445	0.3720059922	3.1563686530000004	2.4791761480999996	15	27
1254	14.3292472363	0.9552831490866667	0.4284633601	5.559691025	1.402518252	9	15
1256	9.221694302	0.43912830009523807	0.203975881	2.2982065	1.0978143875	12	21
126	10.6927918573	0.22750620972978722	0.0935213504	4.1445015516	0.42303770799999996	25	47
1260	10.9197424013	0.37654284142413796	0.4269459384	2.312833211	1.5732383354000001	16	29
1261	29.1994615683	0.5122712555842105	0.4245644014	5.2847167669	4.463300003799999	30	57
1263	11.6554221942	0.6856130702470589	0.4891512757	4.6011903458	1.76570004555	10	17
1267	3.6642939938	0.5234705705428572	0.5179685163	1.1591535115	0.7733703842	5	7
1270	3.9695256884	0.2089224046526316	0.1429032898	1.0864498313	0.6968119859999999	11	19
1271	35.3872144557	0.4595742137103896	0.3357098465	4.8031849138	2.2262023914	40	77
1275	5.7340820119	0.4410832316846154	0.3591393738	1.5123239764	0.9381608832	8	13
1278	9.2254185132	0.4855483428	0.4165782139	2.2918641131	1.093580222	11	19
128	6.4437618247	0.16522466217179488	0.1271602941	2.3748056838	0.8294839177	21	39
1281	43.7931031889	0.6536284058044776	0.4918564321	6.2789570685000005	2.6821235768	35	67
1282	5.2199822489	0.2269557499521739	0.1108629235	2.259750278	0.2763285118	13	23
1283	42.2932879217	0.4975680931964706	0.343531651	5.0573297626	3.5934683547999997	44	85
1285	5.7511971724999995	0.5228361065909091	0.4363886743	3.7414855245	2.3611374231999998	7	11
1286	3.4204694432	0.31095176756363635	0.2116189629	1.7741341493000002	1.5935396657	7	11
1287	16.5608087572	0.662432350288	0.4407177435	6.698233635599999	4.99789525455	14	25
1290	18.0950814926	0.44134345103902434	0.2544176867	5.1310731227	1.53865688	22	41
1292	6.403752089	0.7115280098888889	0.4157769646	3.1927111337	2.45031940065	6	9
1294	29.309115807	0.49676467469491525	0.2836313756	5.6400428729000005	2.4520224688	31	59
1298	14.2095964244	0.45837407820645165	0.3374063657	4.3659489303	3.5050608266	17	31
1300	128.5218629659	0.4186379901169381	0.2379131893	8.593128490199998	4.7025561451	155	307
1301	13.6019000555	0.7158894766052631	0.3866146638	4.3387145554	1.8529772505	11	19
1303	15.930856861199999	0.4551673388914285	0.2520202006	4.969869978099999	2.8537183016	19	35
1304	2.7845617488	0.3977945355428571	0.134189189	1.9492383119	0.5330574257999999	5	7
1305	4.1216802913	0.37469820829999995	0.1137231356	2.3710014782	2.1040811711000003	7	11
1306	1.4475638389	0.28951276778	0.1432766004	1.2962241223	0.5944504062	4	5
1307	0.2612372122	0.037319601742857145	0.0182663945	0.21532665769999998	0.02764316	5	7
1308	1.1707870451	0.16725529215714285	0.1001964467	0.9047929398000001	0.5666970139	5	7
1309	13.2278001945	0.3391743639615385	0.2529589858	1.5804138986999998	1.1072362045	21	39
131	127.0952293886	0.4279300652814815	0.2097023699	10.2947239413	2.0680762211	150	297
1310	43.387889817	0.48750437996629215	0.332275707	6.126285661399999	4.68112850885	46	89
1312	2.9378288628	0.3264254292	0.0519459108	1.977783324	1.9584486316	6	9
1313	11.2862448566	0.27527426479512196	0.1990381582	3.728605878	1.5240979325500001	22	41
1314	43.422263579	0.8514169329215687	0.6051030283	5.7399873951	3.29229606	27	51
1315	15.0438727217	0.601754908868	0.5053736063	5.5781513543	2.3197298688499997	14	25
1316	4.4530835825	0.49478706472222217	0.4015018027	1.4729257365000001	0.82257434315	6	9
1318	18.5340416143	0.882573410204762	0.6806606919	4.3959621333	2.4729510665000003	12	21
1323	4.1908718552	0.22057220290526316	0.0644781409	1.7531283843	0.6558160164000001	11	19
1325	71.8132931687	0.41510574085953755	0.2849926471	4.5494958783	3.36976280725	88	173
1328	42.8388949221	0.6393864913746269	0.3773452133	11.002437317799998	4.8115775361	35	67
1329	79.7428151523	0.4505243793915254	0.3013801386	7.3476708325	4.77909451845	90	177
1330	18.4894277514	0.3361714136618182	0.227979637	3.9425073393	2.8415870379	29	55
1331	1.4174420909	0.15749356565555556	0.0589486175	1.0658801837	0.5711258582500001	6	9
1334	5.6163138371	0.2080116235962963	0.1602568819	2.0954780224	0.8095541866999999	15	27
1336	10.837353271	0.5160644414761905	0.2732615874	4.0580509523	2.27860527935	12	21
1337	8.768442016	0.21386443941463415	0.1362264685	1.7010013479000001	1.3413147161500003	22	41
1338	46.1977527956	0.48629213469052635	0.3361127368	4.209914354	2.8548762181	49	95
1339	27.4314914628	0.30144496112967034	0.2452672202	4.7478355936	1.4574031348999998	47	91
134	24.591239096	0.36703341934328354	0.2318919972	5.7029738433	3.9776640061000004	35	67
1340	7.4412387756000005	0.35434470360000003	0.2673108905	2.0618891236	0.83916911465	12	21
1341	17.4296346301	0.3708432900021277	0.259503814	5.013446376100001	1.7933871226	25	47
1345	4.8285537372	0.6897933910285714	0.0818612929	4.1152138158	0.2863307333	5	7
1346	71.8157215578	0.3799773627396826	0.3100054195	9.1156915265	2.87251888365	96	189
1347	16.9279551793	0.4340501328025641	0.2312728083	4.509217941	1.0501565875	21	39
1348	11.569304837	0.6805473433529412	0.4425035875	2.7348409274	1.3381970493500002	10	17
1349	31.6612013102	0.3134772406950495	0.2349272637	5.517949625	4.0386972778	52	101
1352	24.1186332688	0.6184264940717948	0.3633104198	9.7206710958	1.9584472643	21	39
1354	35.7693042052	0.503793016974648	0.3740245466	5.7234059943	2.1209387859	37	71
1355	41.5348882253	0.46668413736292136	0.3251788776	3.4493411406	2.19566533135	46	89
1358	6.9021534837	0.46014356558	0.3461703886	1.7213126472	1.4314276518	9	15
136	11.4816707408	0.2800407497756098	0.2138045191	1.8064927043	1.1351074294	22	41
1360	15.496859412400001	0.418834038172973	0.2548146083	3.4937615728	1.3276753365	20	37
1361	17.8465585532	0.3797140117702128	0.2292038564	6.2622809627	5.6606874397	25	47
1363	42.989867973	0.5889023010000001	0.3107719825	6.0198897315	2.3074615832000003	38	73
1364	16.321146314699998	0.27662959855423724	0.2763263947	1.4889653457	0.942342804	31	59
1365	37.5198482533	0.9151182500804877	0.6548738592	6.0201209384	3.269315959	22	41
1368	8.7170020143	0.19371115587333335	0.1183890373	3.1505430237000005	2.3305895903500007	24	45
1369	12.0624045189	0.24617152079387752	0.1425262228	3.8393833914	3.25814655165	26	49
1370	21.263349110100002	0.2561849290373494	0.2189059145	4.3031948435	0.8498463977	43	83
1371	10.1780835481	0.2609765012333333	0.2067269562	2.6664169538999998	1.9913938094	21	39
1372	56.6279338692	0.39599953754685313	0.2762255166	8.510650077	6.5114991281000005	73	143
1374	22.4192204285	0.47700468996808515	0.2166153658	5.803118601	1.3919332476	25	47
1375	9.0775447725	0.394675859673913	0.3027523572	3.6914095993	3.1552806278000007	13	23
1376	39.4869064568	1.1281973273371428	0.4414209233	9.4962488361	4.8371413912	19	35
1377	16.9586379005	0.4583415648783784	0.2404901458	5.0843600568	1.0616727829000001	20	37
1380	80.2425398872	0.3146766270086274	0.213172896	5.743521220000002	2.3775789136	129	255
1382	18.5492513204	0.5299786091542857	0.3951022499	5.157714467100001	2.2212489434000005	19	35
1383	2.1386554104	0.23762837893333336	0.15097878	1.2214276289	0.65029733335	6	9
1384	5.1602655207999995	0.39694350159999997	0.1305910665	2.9976842737	0.4922547935	8	13
1385	11.5141345946	0.4264494294296296	0.3659736611	3.1709254753	2.4142884634	15	27
1386	13.4989110218	0.32924173223902437	0.2333966532	4.1854280539	3.3224087054	22	41
1388	18.2318708717	0.37207899738163264	0.2582057574	5.1181859542	3.4882347216	26	49
139	7.5225187831	0.2593971994172414	0.1512077244	2.1129792524	1.0083465535	16	29
1392	11.198606912	0.38615885903448277	0.2011497574	2.8077768974	0.8574281626	16	29
1393	54.9953893157	0.42632084740852716	0.3274845213	5.272221332699999	3.6189878855	66	129
1396	5.7867497925	0.3857833195	0.3408716923	1.4038083258999998	0.9270007886	9	15
1397	8.7733682034	0.2830118775290323	0.1855343837	2.3069023644	1.3819045705	17	31
140	8.6457601232	0.2788954878451613	0.1463581789	2.4103153507	1.0103325964	17	31
1400	4.8815623711	0.32543749140666667	0.1917497113	2.4084627934	1.7218713784	9	15
1401	20.9199521433	0.4451053647510639	0.2901319184	2.5200047919	1.4399212502999998	25	47
1403	41.1963993106	0.28024761435782314	0.1626676317	8.971277640499999	5.7985193636000005	75	147
1404	171.361440268	0.7970299547348837	0.4567664421	15.0162185989	9.109491977700001	109	215
1409	54.2596835828	0.3328814943730061	0.1970990667	7.8582513594000005	2.4537771700000004	83	163
141	114.7189798327	0.44637735343463036	0.2681708532	5.258568684700001	3.4599209919	130	257
1410	52.0645745531	0.45273543089652174	0.2972277952	6.4855906577999995	3.426094805199999	59	115
1411	20.2220921465	0.35477354642982456	0.248405111	4.221184604	1.7163203351999998	30	57
1412	35.6548493531	0.2680815740834586	0.1835812002	4.5334255559	1.9501814161500002	68	133
1414	47.6801994009	0.4146104295730435	0.3061497755	6.313240858	2.5862135483	59	115
1416	45.3129382119	0.8884889845470587	0.6210582985	7.143847837599999	5.1576289122	27	51
1417	5.9943645557	0.6660405061888889	0.3214253478	3.4532650715999997	0.8672687086	6	9
1418	7.085162833	0.18167084187179489	0.1368418218	2.045440316	0.6617150085999999	21	39
1419	31.8623174141	0.5793148620745455	0.3804112757	5.7064232844	5.078458825300001	29	55
142	35.7734631814	0.6063298844305084	0.2972022368	5.1383664381	3.0924945658	31	59
1420	20.8851474387	0.5355166009923077	0.3827163294	4.6807918522	2.9201009587	21	39
1421	22.8834561598	0.7381760051548387	0.6091370365	7.852593412500001	1.5212454599999998	17	31
1423	9.6771018422	0.5692412848352941	0.4598976367	3.1234877325	1.80229939165	10	17
1424	14.8050138998	0.5483338481407407	0.4702916962	4.1558751504	2.9820687922	15	27
1426	49.8396979699	0.36379341583868613	0.2498832029	7.9627191507	6.16766471405	70	137
1429	13.1060257016	0.4519319207448276	0.2984237566	4.3623209122	2.3937704654000003	16	29
143	23.063045161999998	0.49070308855319145	0.2264108141	10.0748498354	2.6777161174	25	47
