id,dataset,method,metric,value
rep_018,60k,window-rate+weighted,KF,0.0106925441789153
rep_026,60k,window-rate+weighted,KF,0.0760876945069206
rep_010,60k,window-rate+weighted,KF,0.0097076289925609
rep_023,60k,window-rate+weighted,KF,0.0682103377175769
rep_015,60k,window-rate+weighted,KF,0.0375628486842077
rep_027,60k,window-rate+weighted,KF,0.0182447109813598
rep_003,60k,window-rate+weighted,KF,0.0944809204392064
rep_024,60k,window-rate+weighted,KF,0.0345552618592469
rep_005,60k,window-rate+weighted,KF,0.0281588387651374
rep_001,60k,window-rate+weighted,KF,0.0957904425549646
rep_004,60k,window-rate+weighted,KF,0.1223967588233809
rep_025,60k,window-rate+weighted,KF,0.02653651616424
rep_022,60k,window-rate+weighted,KF,0.0146919350975705
rep_029,60k,window-rate+weighted,KF,0.0234403958279069
rep_006,60k,window-rate+weighted,KF,0.0041027784542719
rep_009,60k,window-rate+weighted,KF,0.0247382929143451
rep_019,60k,window-rate+fastrfs,KF,0.0062706682370672
rep_013,60k,window-rate+fastrfs,KF,0.0217959235076194
rep_017,60k,window-rate+fastrfs,KF,0.0097114138686491
rep_014,60k,window-rate+fastrfs,KF,0.0089902237131041
rep_007,60k,window-rate+fastrfs,KF,0.0137888108442007
rep_028,60k,window-rate+fastrfs,KF,0.0710184677467815
rep_016,60k,window-rate+fastrfs,KF,0.1360228931266916
rep_021,60k,window-rate+fastrfs,KF,0.0172044987140283
rep_012,60k,window-rate+fastrfs,KF,0.0486051095097767
rep_000,60k,window-rate+fastrfs,KF,0.0772778447581102
rep_020,60k,window-rate+fastrfs,KF,0.035417706761703
rep_002,60k,window-rate+fastrfs,KF,0.0078166852289579
rep_008,60k,window-rate+fastrfs,KF,0.0738781767528601
rep_011,60k,window-rate+fastrfs,KF,0.1178623197062319
rep_018,60k,window-rate+fastrfs,KF,0.0106925441789153
rep_026,60k,window-rate+fastrfs,KF,0.0760876945069206
rep_023,60k,window-rate+fastrfs,KF,0.0682103377175768
rep_010,60k,window-rate+fastrfs,KF,0.0097076289925609
rep_015,60k,window-rate+fastrfs,KF,0.0375628486842077
rep_027,60k,window-rate+fastrfs,KF,0.0182447109813598
rep_005,60k,window-rate+fastrfs,KF,0.0281588387651374
rep_003,60k,window-rate+fastrfs,KF,0.0944809204374726
rep_022,60k,window-rate+fastrfs,KF,0.0146919350975705
rep_004,60k,window-rate+fastrfs,KF,0.1223967588233809
rep_001,60k,window-rate+fastrfs,KF,0.0957904425549646
rep_025,60k,window-rate+fastrfs,KF,0.02653651616424
rep_024,60k,window-rate+fastrfs,KF,0.0345552618592469
rep_006,60k,window-rate+fastrfs,KF,0.0041027784542719
rep_029,60k,window-rate+fastrfs,KF,0.0234665405292179
rep_009,60k,window-rate+fastrfs,KF,0.0247382929143451
rep_013,60k,softbioblock+weighted,KF,0.024261523763836
rep_019,60k,softbioblock+weighted,KF,0.0062706682370672
rep_017,60k,softbioblock+weighted,KF,0.0094986260457435
rep_014,60k,softbioblock+weighted,KF,0.0089902237131041
rep_007,60k,softbioblock+weighted,KF,0.0137888108442007
rep_012,60k,softbioblock+weighted,KF,0.0486051095097767
rep_000,60k,softbioblock+weighted,KF,0.0772778447581102
rep_028,60k,softbioblock+weighted,KF,0.0094873041738749
rep_016,60k,softbioblock+weighted,KF,0.1360228931266916
rep_002,60k,softbioblock+weighted,KF,0.007651968399053
rep_020,60k,softbioblock+weighted,KF,0.035417706761703
rep_021,60k,softbioblock+weighted,KF,0.0172044987140283
rep_011,60k,softbioblock+weighted,KF,0.1196670865625978
rep_008,60k,softbioblock+weighted,KF,0.007521133072799
rep_015,60k,softbioblock+weighted,KF,0.0375628486842077
rep_027,60k,softbioblock+weighted,KF,0.0182447109813598
rep_005,60k,softbioblock+weighted,KF,0.0281588387651374
rep_018,60k,softbioblock+weighted,KF,0.0107727045972537
rep_026,60k,softbioblock+weighted,KF,0.0760876945069206
rep_022,60k,softbioblock+weighted,KF,0.0144282723029897
rep_010,60k,softbioblock+weighted,KF,0.0097076289925609
rep_001,60k,softbioblock+weighted,KF,0.0389358691302977
rep_023,60k,softbioblock+weighted,KF,0.0109169051310124
rep_006,60k,softbioblock+weighted,KF,0.0013286184873581
rep_029,60k,softbioblock+weighted,KF,0.026336739043985
rep_009,60k,softbioblock+weighted,KF,0.0247382929143451
rep_024,60k,softbioblock+weighted,KF,0.0345213089104125
rep_004,60k,softbioblock+weighted,KF,0.1223967588233809
rep_025,60k,softbioblock+weighted,KF,0.041242368294047
rep_003,60k,softbioblock+weighted,KF,3.174819485725758
rep_005,60k,softbioblock+fastrfs,KF,0.0281588387651374
rep_014,60k,softbioblock+fastrfs,KF,0.0089881381999956
rep_022,60k,softbioblock+fastrfs,KF,0.0144282723029897
rep_017,60k,softbioblock+fastrfs,KF,0.0094986260457435
rep_011,60k,softbioblock+fastrfs,KF,0.1196670865625978
rep_001,60k,softbioblock+fastrfs,KF,0.0389358691302978
rep_007,60k,softbioblock+fastrfs,KF,0.0137888108442007
rep_028,60k,softbioblock+fastrfs,KF,0.0094873041738749
rep_021,60k,softbioblock+fastrfs,KF,0.0172044987140283
rep_013,60k,softbioblock+fastrfs,KF,0.024261523763836
rep_009,60k,softbioblock+fastrfs,KF,0.0247382929143451
rep_027,60k,softbioblock+fastrfs,KF,0.0182447109813598
rep_018,60k,softbioblock+fastrfs,KF,0.0107727045972537
rep_023,60k,softbioblock+fastrfs,KF,0.0109169051310124
rep_000,60k,softbioblock+fastrfs,KF,0.0772778447581102
rep_016,60k,softbioblock+fastrfs,KF,0.1360228931266916
rep_029,60k,softbioblock+fastrfs,KF,0.0263634068766208
rep_019,60k,softbioblock+fastrfs,KF,0.0062706682370672
rep_020,60k,softbioblock+fastrfs,KF,0.0354291684504287
rep_006,60k,softbioblock+fastrfs,KF,0.0013286184873581
rep_004,60k,softbioblock+fastrfs,KF,0.1223967588233808
rep_025,60k,softbioblock+fastrfs,KF,0.041242368294047
rep_003,60k,softbioblock+fastrfs,KF,3.1748194857257586
rep_012,60k,softbioblock+fastrfs,KF,0.0486051095097767
rep_008,60k,softbioblock+fastrfs,KF,0.0075212673117691
rep_002,60k,softbioblock+fastrfs,KF,0.007651968399053
rep_010,60k,softbioblock+fastrfs,KF,0.0097076289925609
rep_026,60k,softbioblock+fastrfs,KF,0.0760876945069206
rep_015,60k,softbioblock+fastrfs,KF,0.0375628486842077
rep_024,60k,softbioblock+fastrfs,KF,0.0345213089104125
rep_020,60k,fasttree,KF,0.0769227743701409
rep_017,60k,fasttree,KF,0.0122779575874476
rep_027,60k,fasttree,KF,0.0296539519914494
rep_019,60k,fasttree,KF,0.0063530071496784
rep_007,60k,fasttree,KF,0.0423558549115408
rep_021,60k,fasttree,KF,0.0371272551015542
rep_028,60k,fasttree,KF,0.0719797084698172
rep_013,60k,fasttree,KF,0.2950999395409296
rep_002,60k,fasttree,KF,0.0062133700638933
rep_006,60k,fasttree,KF,0.0034415206642721
rep_018,60k,fasttree,KF,0.0134275787903801
rep_000,60k,fasttree,KF,0.0574031756564432
rep_015,60k,fasttree,KF,0.1780263641291807
rep_029,60k,fasttree,KF,0.0628594768593739
rep_016,60k,fasttree,KF,1.8493359018096176
rep_023,60k,fasttree,KF,0.0257813077559235
rep_001,60k,fasttree,KF,0.1208009372140679
rep_008,60k,fasttree,KF,0.0063552869743426
rep_004,60k,fasttree,KF,1.224387045585072
rep_005,60k,fasttree,KF,0.310094388941677
rep_025,60k,fasttree,KF,0.2063930742710929
rep_022,60k,fasttree,KF,0.0877561689795962
rep_026,60k,fasttree,KF,0.3342470735884895
rep_009,60k,fasttree,KF,0.0348022615356866
rep_011,60k,fasttree,KF,1.1921638407758848
rep_024,60k,fasttree,KF,0.1750233512200475
